ID,TEXT,LABEL
420,I controlled myself at the store and didnt buy junk food.,achievement
421,I went on a date with a potential mate last couple of weeks.,bonding
422,"I found out that I passed my qualifying exam at my graduate school, which was a huge hurdle I had to overcome and was very nervous about.",achievement
423,"Getting my backyard looking nice, landscaping, mulching. ",achievement
424,My daughter told me thank you for buying her a small gift and renting a movie for us to watch together.,affection
425,I took my daughter to Corning Glass Museum for the day.,affection
426,"It was nice weather a couple weekends ago, so I was able to sit outside, relax, and read a book uninterrupted.",nature
427,last month we went to a orphanage and distributed some books and stationary to the kids.the happiness in their faces made me feel very happy.,enjoy_the_moment
428,Hanging out with friends all day last Saturday made me really happy as well.,bonding
429,I have done first Spring cleaning in my home making it look tidy and smell fresh.,achievement
430,I drove a jet ski for the first time at the farmhouse of a childhood friend.,bonding
431,"I was able to see one of my most anticipated movies, Logan, starring Hugh Jackman.",leisure
432,"The weather is finally nice enough out that I can walk around without a jacket, so I'm getting so much more walking in!",nature
433,I got promoted to assistant manager at my work. ,achievement
434,Another thing that made me happy this month was making up my mind to go to a mainly plant based diet.,achievement
435,"It made me happy to take a nice, long spa day by myself last week. I needed some time to relax after a hard work week and the spa day was exactly what I needed. ",enjoy_the_moment
436,"My father got a higher salary ,i was so happy for him.",affection
437,eat my favorite dinner ,leisure
438,I have recently started driving after years of being afraid of the road. I have learned that my fear was all for nothing and that I am actually quite good at it.,achievement
439,i bought a new vehicle.,achievement
440,Thinking about going to the beach soon. ,leisure
441,I shaved my beard down to a mustache and received lots of compliments on it.,achievement
442,I was able to budget better and save money this month.,achievement
443,Started a new game that I have been waiting a long time to play.,leisure
444,I had a pretty in depth conversation with a friend about a topic I heavily interested in.,bonding
445,It made me happy to hear about my husband's day at work when he described it to me yesterday. ,affection
446,My boyfriend posted a photo of me on Facebook with a heart emoji as the caption. ,affection
447,That I finally paid off my hospital bills!,achievement
448,My wife gave birth to a baby boy and this made me happy.,affection
449,When my family plan a abroad tour with me,affection
450,"I was complemented on my outfit by a classmate. I put a lot of effort into my outfit, so I was happy. ",bonding
451,"My husband has been trying to lose weight for a while. He was stuck at the same weight for 3 days and was getting depressed. This morning he told me that he finally had dropped another pound. That made me happy because since I am the one that is controlling his diet, I knew I was doing something right.",affection
452,i make break fast to day,achievement
453,I was able to get to work on time even though I woke up late. ,achievement
454,We finished moving our large non essential possessions to our new home!,achievement
455,My boss congratulated me for the performance I had shown on last two projects.,achievement
456,I had a very enjoyable lunch with my children and mother-in-law.,affection
457,Walking around the park with my daughters.,affection
458,My friend share me a old journey video.,bonding
459,My favorite ice cream place opened for the season and I bought and ate a quart of my favorite flavor.,enjoy_the_moment
460,My 3-year-old daughter wanted to have dinner just me and her out on our deck.,affection
461,a relative made me a batch of choc chip cookies.,affection
462,Today is my best friends birthday and I surprised her with flowers and mimosas before work.  I do not live with her so I had to get up early and get there before work.  She really appreciated it.,bonding
463,I was happy when I went out to celebrate my brother and sister's birthday with them last night.,affection
464,My infant daughter started giggling at a funny face that I made at her and it made my heart want to explode with joy.,affection
